fecha,timestamp,R:v,R:i,R:p,R:q,S:v,S:i,S:p,S:q,T:v,T:i,T:p,T:q
2023/05/12 17:10:01,1683922201,228.5,1.2,31,-2,230.3,1.4,132,-11,229.0,1.2,15,-43
2023/05/12 17:15:00,1683922500,228.7,0.9,42,7,230.6,1.4,130,1,229.7,1.2,35,-19
2023/05/12 17:20:01,1683922801,227.9,1.2,52,-1,230.0,1.4,129,0,228.6,1.2,32,-28
2023/05/12 17:25:00,1683923100,228.3,1.2,38,17,230.5,1.3,134,-7,229.4,1.1,40,-29
2023/05/12 17:30:01,1683923401,228.7,1.2,39,-5,231.0,1.4,124,1,229.9,1.2,14,-45
2023/05/12 17:35:00,1683923700,229.4,1.2,45,0,231.6,1.4,134,-14,230.4,1.2,34,3
2023/05/12 17:40:00,1683924000,229.0,1.0,43,5,230.7,1.3,127,-1,229.8,1.2,38,-18
2023/05/12 17:45:00,1683924300,228.5,1.2,41,0,230.5,1.3,126,-16,229.5,1.1,47,-22
2023/05/12 17:50:01,1683924601,227.8,1.1,34,-3,229.9,1.3,122,-12,228.7,1.1,28,-51
2023/05/12 17:55:00,1683924900,226.8,1.2,46,12,228.7,1.4,127,-18,227.5,1.2,31,-29
2023/05/12 18:00:01,1683925201,228.7,1.0,49,6,231.3,1.3,129,-5,229.8,1.1,66,1
2023/05/12 18:05:00,1683925500,228.8,1.1,41,-3,231.4,1.3,128,-4,230.0,1.2,44,-23
2023/05/12 18:10:01,1683925801,228.3,1.0,42,7,230.7,1.3,118,-4,229.5,1.3,24,-17
2023/05/12 18:15:00,1683926100,228.5,1.2,48,5,231.1,1.4,126,-8,229.8,1.1,31,-26
2023/05/12 18:20:01,1683926401,228.9,1.2,46,6,231.5,1.3,116,-2,230.0,1.1,37,-9
2023/05/12 18:25:00,1683926700,227.5,1.2,48,3,230.4,1.4,126,-8,228.9,1.2,31,-30
2023/05/12 18:30:01,1683927001,227.2,1.0,43,5,230.0,1.2,126,0,228.8,1.1,50,-16
2023/05/12 18:35:00,1683927300,227.3,1.0,44,6,230.1,1.4,128,-6,228.6,1.3,37,-24
2023/05/12 18:40:01,1683927601,226.9,1.2,36,8,229.8,1.3,129,-23,228.4,1.2,41,-35
2023/05/12 18:45:00,1683927900,227.0,1.1,38,5,229.9,1.3,131,-6,228.5,1.2,45,-30
2023/05/12 18:50:01,1683928201,226.9,1.1,50,-8,229.9,1.3,126,2,228.5,1.1,28,-35
2023/05/12 18:55:00,1683928500,226.6,1.0,37,6,229.7,1.2,131,-9,228.2,1.2,51,-25
2023/05/12 19:00:01,1683928801,227.1,1.1,38,5,230.2,1.4,120,-7,228.9,1.2,19,-40
2023/05/12 19:05:00,1683929100,226.8,1.1,40,6,229.6,1.3,126,-16,228.2,1.2,33,-7
2023/05/12 19:10:01,1683929401,226.4,1.0,34,2,229.7,1.4,125,-17,228.2,1.4,34,-24
2023/05/12 19:15:00,1683929700,226.6,1.2,36,5,229.8,1.3,126,-3,228.2,1.0,32,-20
2023/05/12 19:20:01,1683930001,225.9,1.2,38,1,229.0,1.3,126,-4,227.6,1.3,31,-32
2023/05/12 19:25:00,1683930300,225.8,1.2,51,16,229.2,1.3,133,-27,227.7,1.3,36,-13
2023/05/12 19:30:01,1683930601,226.6,1.1,42,11,229.6,1.4,129,-18,228.3,1.1,33,-22
2023/05/12 19:35:00,1683930900,225.3,1.2,33,-1,228.9,1.4,115,-10,227.4,1.2,28,-17
2023/05/12 19:40:01,1683931201,228.4,1.2,42,12,231.9,1.3,132,-15,230.3,1.0,39,-7
2023/05/12 19:45:00,1683931500,227.9,1.0,43,-1,231.1,1.4,126,-14,229.8,1.1,22,-32
2023/05/12 19:50:01,1683931801,228.1,1.2,44,-8,231.3,1.2,129,-4,230.1,1.2,49,-36
