unixtime,potencia_III,v_l1_l2,v_l2_l3,v_l3_l1
Wed Sep 25 23:27:54 2019,160228.5357142857,13503.557142857144,13323.128571428573,13393.585714285711
Wed Sep 25 23:28:55 2019,159825.8620689655,13507.779310344828,13329.393103448278,13398.62068965517
Wed Sep 25 23:29:56 2019,148913.27586206896,13513.696551724139,13337.793103448277,13405.98620689655
Wed Sep 25 23:30:55 2019,132879.9642857143,13519.671428571428,13341.514285714287,13413.257142857141
Wed Sep 25 23:31:56 2019,134934.37931034484,13519.655172413793,13340.15172413793,13410.372413793102
Wed Sep 25 23:32:55 2019,206051.2857142857,13519.371428571429,13340.44285714286,13414.457142857145
Wed Sep 25 23:33:56 2019,157591.72413793104,13523.710344827587,13342.882758620688,13416.620689655174
Wed Sep 25 23:34:54 2019,150328.0,13524.128571428571,13347.085714285717,13417.2
Wed Sep 25 23:35:55 2019,202759.4827586207,13532.813793103449,13354.22068965517,13425.393103448274
Wed Sep 25 23:36:54 2019,137833.57142857142,13542.814285714285,13361.571428571433,13434.128571428571
Wed Sep 25 23:37:55 2019,133433.58620689655,13551.06206896552,13369.73793103448,13441.034482758621
Wed Sep 25 23:38:56 2019,134190.89655172414,13551.68275862069,13366.841379310343,13439.958620689655
Wed Sep 25 23:39:55 2019,135243.0357142857,13556.657142857144,13373.657142857142,13440.42857142857
Wed Sep 25 23:40:56 2019,134200.9655172414,13559.875862068968,13380.662068965514,13443.18620689655
Wed Sep 25 23:41:55 2019,188241.2142857143,13567.32857142857,13384.457142857147,13448.657142857144
Wed Sep 25 23:42:55 2019,156416.72413793104,13560.124137931036,13380.66206896552,13446.62068965517
Wed Sep 25 23:43:54 2019,126847.21428571429,13561.842857142854,13381.67142857143,13449.814285714283
Wed Sep 25 23:44:55 2019,204003.27586206896,13562.565517241375,13381.572413793103,13449.51724137931
Wed Sep 25 23:45:56 2019,158318.0344827586,13566.662068965517,13388.689655172413,13454.358620689656
Wed Sep 25 23:46:55 2019,154348.92857142858,13576.971428571429,13396.500000000002,13460.228571428574
Wed Sep 25 23:47:56 2019,159579.1379310345,13592.648275862073,13409.04827586207,13474.63448275862
Wed Sep 25 23:48:55 2019,206015.92857142858,13588.45714285714,13412.44285714286,13478.1
Wed Sep 25 23:49:56 2019,138271.4827586207,13440.455172413796,13264.55172413793,13326.70344827586
Wed Sep 25 23:50:54 2019,131581.2142857143,13430.4,13259.57142857143,13320.6
Wed Sep 25 23:51:55 2019,132145.27586206896,13430.317241379309,13259.710344827587,13321.075862068963
Wed Sep 25 23:52:56 2019,130408.20689655172,13435.90344827586,13263.434482758617,13324.841379310346
Wed Sep 25 23:53:55 2019,206356.5357142857,13440.04285714286,13270.157142857142,13330.5
Wed Sep 25 23:54:55 2019,153082.7931034483,13426.46896551724,13257.268965517242,13314.3724137931
Wed Sep 25 23:55:56 2019,157667.10344827586,13431.227586206895,13259.089655172414,13317.227586206898
Wed Sep 25 23:56:55 2019,202410.60714285713,13432.585714285715,13266.47142857143,13321.885714285716
Wed Sep 25 23:57:56 2019,138000.6896551724,13440.662068965517,13270.09655172414,13331.006896551722
Wed Sep 25 23:58:54 2019,136407.07142857142,13443.128571428571,13275.17142857143,13336.02857142857
Wed Sep 25 23:59:55 2019,135999.89655172414,13446.24827586207,13279.862068965518,13337.91724137931
