unixtime,potencia_III,v_l1_l2,v_l2_l3,v_l3_l1
Wed Sep 25 09:21:54 2019,159625.42857142858,13451.057142857142,13289.014285714284,13352.099999999997
Wed Sep 25 09:22:55 2019,158071.44827586206,13447.862068965514,13287.434482758625,13351.365517241375
Wed Sep 25 09:23:54 2019,150310.2142857143,13448.357142857143,13290.42857142857,13353.514285714287
Wed Sep 25 09:24:55 2019,149749.2068965517,13434.827586206899,13272.000000000002,13341.351724137929
Wed Sep 25 09:25:56 2019,151290.93103448275,13435.572413793103,13270.965517241377,13334.441379310343
Wed Sep 25 09:26:55 2019,185370.25,13433.700000000003,13279.971428571429,13339.32857142857
Wed Sep 25 09:27:56 2019,185785.9655172414,13422.413793103442,13272.372413793102,13331.089655172413
Wed Sep 25 09:28:55 2019,184025.60714285713,13415.571428571424,13261.714285714286,13319.485714285716
Wed Sep 25 09:29:55 2019,219582.0,13412.441379310345,13255.572413793103,13311.393103448274
Wed Sep 25 09:30:54 2019,224156.0,13413.17142857143,13255.157142857142,13312.971428571433
Wed Sep 25 09:31:55 2019,205038.0344827586,13416.95172413793,13259.462068965517,13314.66206896552
Wed Sep 25 09:32:56 2019,186313.72413793104,13411.117241379316,13253.586206896553,13313.462068965517
Wed Sep 25 09:33:55 2019,185458.89285714287,13413.300000000001,13257.471428571429,13312.285714285712
Wed Sep 25 09:34:56 2019,171656.44827586206,13421.503448275862,13265.00689655172,13324.593103448273
Wed Sep 25 09:35:54 2019,169380.39285714287,13421.700000000003,13261.07142857143,13322.4
Wed Sep 25 09:36:55 2019,187444.3448275862,13419.84827586207,13259.37931034483,13321.200000000004
Wed Sep 25 09:37:56 2019,157334.75862068965,13421.420689655171,13259.544827586209,13322.606896551722
Wed Sep 25 09:38:55 2019,146989.0,13419.257142857143,13260.55714285714,13325.014285714282
Wed Sep 25 09:39:56 2019,180958.58620689655,13410.993103448276,13250.89655172414,13315.44827586207
Wed Sep 25 09:40:54 2019,171867.92857142858,13421.185714285713,13266.128571428566,13325.27142857143
Wed Sep 25 09:41:55 2019,183675.72413793104,13411.365517241378,13258.841379310346,13318.303448275865
Wed Sep 25 09:42:56 2019,172101.8620689655,13408.634482758622,13253.089655172414,13313.42068965517
Wed Sep 25 09:43:54 2019,184358.85714285713,13407.94285714286,13243.071428571426,13314.214285714284
Wed Sep 25 09:44:55 2019,174712.3448275862,13415.048275862075,13260.0,13326.041379310345
Wed Sep 25 09:45:56 2019,187187.3103448276,13415.668965517241,13261.655172413795,13330.22068965517
Wed Sep 25 09:46:55 2019,175338.42857142858,13399.585714285715,13243.028571428575,13312.800000000001
Wed Sep 25 09:47:55 2019,187338.1379310345,13394.400000000001,13244.89655172414,13313.172413793101
Wed Sep 25 09:48:56 2019,176785.37931034484,13398.041379310343,13247.379310344828,13316.52413793103
Wed Sep 25 09:49:55 2019,184259.7142857143,13386.985714285716,13234.157142857144,13301.657142857139
Wed Sep 25 09:50:56 2019,173201.62068965516,13386.372413793108,13233.84827586207,13304.193103448271
Wed Sep 25 09:51:55 2019,190324.0357142857,13384.757142857148,13231.285714285714,13305.085714285715
Wed Sep 25 09:52:55 2019,186481.5172413793,13399.531034482761,13248.455172413791,13313.006896551726
Wed Sep 25 09:53:56 2019,188139.89655172414,13439.006896551726,13287.310344827583,13352.234482758622
Wed Sep 25 09:54:55 2019,189972.85714285713,13435.200000000006,13280.871428571429,13346.01428571429
Wed Sep 25 09:55:55 2019,191137.7931034483,13427.751724137928,13271.958620689657,13330.427586206897
Wed Sep 25 09:56:54 2019,222750.89285714287,13413.51428571429,13259.614285714284,13316.4
Wed Sep 25 09:57:55 2019,160874.06896551725,13418.689655172411,13263.062068965517,13317.517241379312
Wed Sep 25 09:58:56 2019,185179.55172413794,13410.16551724138,13251.103448275862,13303.737931034484
Wed Sep 25 09:59:55 2019,238843.75,13409.185714285715,13251.514285714284,13303.971428571427
Wed Sep 25 10:00:55 2019,187879.37931034484,13406.027586206894,13246.262068965518,13297.282758620686
Wed Sep 25 10:01:56 2019,163567.10344827586,13392.620689655172,13236.53793103448,13285.406896551722
Wed Sep 25 10:02:55 2019,221995.0,13391.185714285715,13230.642857142857,13281.642857142859
Wed Sep 25 10:03:56 2019,166273.89655172414,13392.537931034482,13227.931034482763,13275.848275862068
Wed Sep 25 10:04:55 2019,210472.82142857142,13392.342857142854,13229.442857142856,13285.5
Wed Sep 25 10:05:55 2019,176432.5172413793,13393.531034482758,13240.634482758622,13296.53793103448
Wed Sep 25 10:06:56 2019,199590.24137931035,13390.22068965517,13231.655172413793,13290.579310344829
Wed Sep 25 10:07:55 2019,181055.14285714287,13393.071428571431,13232.957142857138,13289.314285714285
Wed Sep 25 10:08:56 2019,146785.55172413794,13387.77931034483,13228.675862068965,13286.565517241379
Wed Sep 25 10:09:54 2019,145935.14285714287,13387.800000000003,13221.985714285716,13284.128571428573
Wed Sep 25 10:10:55 2019,207220.4827586207,13373.503448275864,13211.337931034483,13271.87586206897
Wed Sep 25 10:11:56 2019,176000.72413793104,13372.303448275861,13214.358620689656,13276.386206896554
Wed Sep 25 10:12:55 2019,186211.2142857143,13373.357142857145,13207.328571428572,13271.357142857145
Wed Sep 25 10:13:56 2019,198853.44827586206,13370.855172413792,13210.51034482759,13268.565517241379
Wed Sep 25 10:14:55 2019,155246.39285714287,13363.5,13198.75714285714,13258.842857142854
Wed Sep 25 10:15:56 2019,222282.0,13362.455172413791,13200.951724137929,13256.97931034483
Wed Sep 25 10:16:54 2019,186260.9642857143,13374.685714285708,13210.971428571429,13268.78571428571
Wed Sep 25 10:17:55 2019,187591.55172413794,13388.15172413793,13225.696551724139,13279.903448275865
Wed Sep 25 10:18:56 2019,237329.75862068965,13372.717241379309,13211.999999999996,13266.16551724138
Wed Sep 25 10:19:55 2019,190001.14285714287,13369.714285714286,13208.528571428575,13261.800000000003
Wed Sep 25 10:20:56 2019,164663.6896551724,13371.475862068966,13207.613793103448,13266.206896551725
Wed Sep 25 10:21:55 2019,185593.89285714287,13371.814285714285,13209.900000000003,13266.471428571429
Wed Sep 25 10:22:55 2019,229888.0,13367.917241379311,13203.889655172414,13257.889655172414
Wed Sep 25 10:23:54 2019,177272.5,13379.485714285709,13214.185714285715,13271.48571428571
Wed Sep 25 10:24:55 2019,241475.4827586207,13374.289655172413,13210.965517241377,13268.731034482764
Wed Sep 25 10:25:56 2019,185214.0,13383.186206896551,13219.737931034484,13274.068965517241
Wed Sep 25 10:26:55 2019,225919.89285714287,13375.285714285712,13214.228571428574,13264.842857142858
Wed Sep 25 10:27:55 2019,177196.6896551724,13376.937931034485,13212.786206896557,13268.441379310347
Wed Sep 25 10:28:54 2019,160196.7857142857,13374.128571428571,13212.428571428574,13263.171428571428
Wed Sep 25 10:29:55 2019,162364.62068965516,13382.482758620688,13222.262068965516,13274.524137931034
Wed Sep 25 10:30:56 2019,227363.0344827586,13371.765517241378,13210.427586206897,13259.296551724137
Wed Sep 25 10:31:55 2019,182581.10714285713,13359.128571428573,13205.4,13249.628571428575
Wed Sep 25 10:32:56 2019,200806.6551724138,13349.462068965517,13197.144827586208,13242.66206896552
Wed Sep 25 10:33:55 2019,208155.4642857143,13349.4,13196.228571428572,13244.357142857141
Wed Sep 25 10:34:55 2019,193375.10344827586,13359.724137931033,13208.275862068966,13260.08275862069
Wed Sep 25 10:35:54 2019,224950.92857142858,13358.357142857145,13204.885714285718,13256.7
Wed Sep 25 10:36:55 2019,181479.37931034484,13360.05517241379,13204.800000000001,13261.613793103448
Wed Sep 25 10:37:56 2019,195578.1379310345,13355.627586206898,13202.524137931036,13258.924137931037
Wed Sep 25 10:38:54 2019,221817.57142857142,13364.014285714287,13205.014285714282,13264.585714285715
Wed Sep 25 10:39:55 2019,169795.8620689655,13355.793103448277,13197.186206896555,13257.310344827589
Wed Sep 25 10:40:56 2019,156032.8275862069,13360.882758620686,13203.434482758621,13262.06896551724
Wed Sep 25 10:41:55 2019,200714.2857142857,13352.699999999999,13193.657142857144,13250.699999999997
Wed Sep 25 10:42:55 2019,221559.06896551725,13351.406896551722,13200.206896551723,13252.01379310345
Wed Sep 25 10:43:54 2019,195221.17857142858,13366.457142857142,13211.014285714284,13262.442857142853
Wed Sep 25 10:44:55 2019,227883.89655172414,13361.13103448276,13204.841379310343,13256.524137931034
Wed Sep 25 10:45:56 2019,158297.72413793104,13371.889655172416,13215.186206896555,13270.17931034483
Wed Sep 25 10:46:54 2019,225448.0,13382.27142857143,13223.571428571426,13282.628571428573
Wed Sep 25 10:47:55 2019,180417.10344827586,13379.42068965517,13225.117241379314,13281.351724137934
Wed Sep 25 10:48:56 2019,177124.62068965516,13391.337931034483,13230.744827586206,13289.544827586207
Wed Sep 25 10:49:55 2019,188266.07142857142,13383.72857142857,13223.057142857144,13278.257142857141
Wed Sep 25 10:50:56 2019,238930.0344827586,13368.620689655172,13210.09655172414,13267.36551724138
Wed Sep 25 10:51:54 2019,163390.35714285713,13352.100000000002,13197.471428571429,13255.628571428573
Wed Sep 25 10:52:55 2019,198158.1724137931,13358.275862068964,13205.627586206898,13260.910344827584
Wed Sep 25 10:53:56 2019,206911.9655172414,13361.462068965518,13210.055172413795,13263.724137931034
Wed Sep 25 10:54:55 2019,200852.64285714287,13362.68571428571,13212.128571428568,13261.242857142859
Wed Sep 25 10:55:56 2019,224786.4827586207,13368.33103448276,13213.489655172414,13263.641379310346
Wed Sep 25 10:56:54 2019,180004.92857142858,13362.128571428573,13208.314285714283,13261.328571428568
Wed Sep 25 10:57:55 2019,199542.24137931035,13353.393103448272,13202.317241379309,13252.882758620692
Wed Sep 25 10:58:56 2019,225567.8275862069,13370.027586206897,13216.71724137931,13267.86206896552
Wed Sep 25 10:59:55 2019,163926.25,13364.271428571423,13209.042857142858,13263.085714285711
Wed Sep 25 11:00:56 2019,162371.3448275862,13357.862068965518,13204.634482758622,13259.875862068966
Wed Sep 25 11:01:55 2019,203357.85714285713,13355.1,13201.885714285712,13256.614285714286
Wed Sep 25 11:02:55 2019,212890.75862068965,13354.924137931033,13202.151724137932,13256.813793103449
Wed Sep 25 11:03:54 2019,180405.7142857143,13361.014285714287,13210.157142857144,13261.585714285713
Wed Sep 25 11:04:55 2019,235760.7931034483,13369.613793103452,13214.068965517243,13260.372413793102
Wed Sep 25 11:05:56 2019,189030.62068965516,13374.413793103447,13215.889655172414,13264.882758620688
Wed Sep 25 11:06:55 2019,244361.67857142858,13379.528571428573,13221.257142857148,13273.414285714289
Wed Sep 25 11:07:56 2019,177902.41379310345,13397.255172413796,13240.46896551724,13290.786206896551
Wed Sep 25 11:08:55 2019,163056.89285714287,13392.085714285715,13229.614285714284,13286.828571428572
Wed Sep 25 11:09:56 2019,158842.3448275862,13368.910344827584,13210.84137931035,13272.248275862068
Wed Sep 25 11:10:54 2019,231977.07142857142,13369.5,13215.042857142858,13274.014285714287
Wed Sep 25 11:11:55 2019,180763.27586206896,13389.144827586208,13232.068965517245,13286.151724137932
Wed Sep 25 11:12:54 2019,204376.5357142857,13393.242857142859,13234.071428571431,13286.357142857145
Wed Sep 25 11:13:55 2019,206713.4827586207,13383.310344827587,13224.78620689655,13274.896551724138
Wed Sep 25 11:14:56 2019,188831.89655172414,13394.441379310343,13236.744827586203,13286.234482758622
Wed Sep 25 11:15:55 2019,225430.14285714287,13371.9,13217.057142857144,13270.714285714284
Wed Sep 25 11:16:56 2019,180444.5172413793,13370.068965517243,13217.048275862071,13271.13103448276
Wed Sep 25 11:17:54 2019,201281.89285714287,13389.171428571426,13235.957142857142,13288.414285714289
Wed Sep 25 11:18:55 2019,231707.4827586207,13412.400000000001,13257.682758620691,13309.034482758621
Wed Sep 25 11:19:54 2019,161789.92857142858,13437.814285714287,13278.128571428571,13329.64285714286
Wed Sep 25 11:20:55 2019,162289.10344827586,13450.179310344827,13289.503448275867,13342.468965517242
Wed Sep 25 11:21:56 2019,187992.58620689655,13372.22068965517,13216.800000000005,13275.6
Wed Sep 25 11:22:55 2019,216388.25,13392.942857142858,13238.957142857142,13294.885714285716
Wed Sep 25 11:23:55 2019,181609.62068965516,13422.455172413793,13266.537931034482,13320.868965517242
Wed Sep 25 11:24:54 2019,226288.89285714287,13426.414285714287,13268.82857142857,13325.657142857144
Wed Sep 25 11:25:55 2019,176538.8275862069,13425.43448275862,13265.586206896553,13323.351724137927
Wed Sep 25 11:26:56 2019,228178.37931034484,13425.475862068966,13265.213793103447,13324.593103448278
Wed Sep 25 11:27:55 2019,164132.0,13426.45714285714,13268.485714285716,13320.685714285715
Wed Sep 25 11:28:56 2019,156303.55172413794,13434.248275862068,13273.406896551724,13328.027586206896
Wed Sep 25 11:29:55 2019,165104.17857142858,13420.328571428572,13253.014285714287,13316.442857142858
Wed Sep 25 11:30:56 2019,231957.75862068965,13398.910344827586,13238.772413793104,13306.46896551724
Wed Sep 25 11:31:55 2019,182368.2857142857,13443.6,13286.357142857143,13344.42857142857
Wed Sep 25 11:32:55 2019,211047.4827586207,13466.52413793104,13303.531034482758,13359.26896551724
Wed Sep 25 11:33:54 2019,205462.17857142858,13473.42857142857,13310.057142857142,13365.857142857141
Wed Sep 25 11:34:55 2019,187684.06896551725,13468.717241379312,13302.16551724138,13356.786206896551
Wed Sep 25 11:35:56 2019,219959.2068965517,13460.606896551722,13296.413793103447,13344.786206896555
Wed Sep 25 11:36:55 2019,188510.92857142858,13454.357142857145,13293.042857142858,13340.271428571426
Wed Sep 25 11:37:56 2019,194166.4827586207,13447.737931034486,13284.331034482759,13332.041379310343
Wed Sep 25 11:38:55 2019,221221.5357142857,13424.742857142857,13265.357142857141,13315.328571428574
Wed Sep 25 11:39:56 2019,168723.72413793104,13377.806896551725,13219.82068965517,13277.37931034483
Wed Sep 25 11:40:54 2019,161896.32142857142,13383.55714285714,13224.814285714285,13280.057142857142
Wed Sep 25 11:41:55 2019,200405.6896551724,13444.800000000003,13281.434482758625,13332.537931034483
Wed Sep 25 11:42:56 2019,208590.93103448275,13445.586206896553,13284.413793103446,13338.703448275863
Wed Sep 25 11:43:55 2019,181427.75,13441.285714285712,13278.642857142853,13328.95714285714
Wed Sep 25 11:44:56 2019,215175.93103448275,13454.441379310343,13289.834482758622,13341.51724137931
Wed Sep 25 11:45:55 2019,168553.7142857143,13441.414285714283,13279.285714285712,13328.742857142857
Wed Sep 25 11:46:56 2019,221672.10344827586,13443.2275862069,13280.4,13329.434482758625
Wed Sep 25 11:47:55 2019,156538.17857142858,13471.54285714286,13307.057142857142,13354.671428571426
Wed Sep 25 11:48:55 2019,148269.24137931035,13461.434482758621,13299.062068965517,13347.186206896555
Wed Sep 25 11:49:54 2019,154540.4642857143,13471.242857142855,13304.914285714287,13357.714285714288
Wed Sep 25 11:50:55 2019,222059.4827586207,13452.993103448274,13288.758620689656,13339.034482758623
Wed Sep 25 11:51:56 2019,174781.1724137931,13403.462068965517,13244.648275862071,13299.393103448278
Wed Sep 25 11:52:55 2019,195763.9642857143,13389.257142857141,13234.842857142858,13288.200000000003
Wed Sep 25 11:53:56 2019,203948.37931034484,13388.731034482757,13232.813793103449,13286.193103448277
Wed Sep 25 11:54:54 2019,181708.07142857142,13389.642857142859,13234.02857142857,13286.957142857142
Wed Sep 25 11:55:55 2019,220486.72413793104,13404.95172413793,13247.33793103448,13297.613793103446
Wed Sep 25 11:56:56 2019,152229.72413793104,13417.034482758621,13257.475862068963,13308.082758620694
Wed Sep 25 11:57:55 2019,155246.64285714287,13418.742857142857,13257.985714285716,13306.628571428566
Wed Sep 25 11:58:56 2019,221127.4827586207,13408.593103448278,13248.455172413798,13296.62068965517
Wed Sep 25 11:59:55 2019,176449.07142857142,13439.271428571428,13269.728571428572,13319.314285714283
Wed Sep 25 12:00:56 2019,182644.1724137931,13404.206896551728,13247.668965517241,13297.53103448276
Wed Sep 25 12:01:54 2019,206892.2857142857,13411.928571428574,13250.528571428575,13302.642857142859
Wed Sep 25 12:02:55 2019,225907.0,13420.344827586203,13260.041379310343,13309.241379310344
Wed Sep 25 12:03:54 2019,181360.25,13448.614285714282,13285.32857142857,13335.72857142857
Wed Sep 25 12:04:55 2019,228199.1379310345,13457.999999999998,13294.01379310345,13343.131034482758
Wed Sep 25 12:05:56 2019,177761.89655172414,13453.77931034483,13286.937931034481,13328.565517241383
Wed Sep 25 12:06:55 2019,229379.75,13453.5,13290.514285714284,13336.414285714287
Wed Sep 25 12:07:56 2019,166760.2068965517,13430.441379310345,13271.917241379313,13320.372413793102
Wed Sep 25 12:08:54 2019,148965.32142857142,13399.542857142858,13248.085714285713,13294.714285714288
Wed Sep 25 12:09:55 2019,149293.55172413794,13409.048275862071,13254.24827586207,13301.089655172413
Wed Sep 25 12:10:56 2019,218129.44827586206,13418.689655172413,13261.862068965518,13310.896551724138
Wed Sep 25 12:11:55 2019,171960.10714285713,13415.057142857144,13259.914285714283,13306.714285714286
Wed Sep 25 12:12:56 2019,191384.41379310345,13439.048275862067,13282.510344827588,13327.737931034484
Wed Sep 25 12:13:55 2019,202034.42857142858,13432.414285714287,13277.485714285713,13322.871428571429
Wed Sep 25 12:14:56 2019,155100.93103448275,13453.448275862067,13294.137931034482,13340.234482758618
Wed Sep 25 12:15:55 2019,222548.57142857142,13454.357142857141,13292.22857142857,13332.557142857144
Wed Sep 25 12:16:56 2019,174825.6896551724,13463.834482758617,13299.268965517243,13344.124137931034
Wed Sep 25 12:17:54 2019,171172.25,13468.02857142857,13308.085714285717,13362.514285714284
Wed Sep 25 12:18:55 2019,216834.44827586206,13461.393103448274,13306.220689655172,13359.186206896555
Wed Sep 25 12:19:56 2019,172889.7931034483,13492.427586206895,13329.06206896552,13382.358620689656
Wed Sep 25 12:20:55 2019,145977.64285714287,13482.77142857143,13324.285714285712,13371.985714285718
Wed Sep 25 12:21:56 2019,168014.41379310345,13513.77931034483,13351.944827586203,13393.03448275862
Wed Sep 25 12:22:55 2019,225337.9642857143,13518.385714285714,13353.300000000001,13394.22857142857
Wed Sep 25 12:23:56 2019,172934.37931034484,13529.917241379311,13357.655172413793,13401.475862068964
Wed Sep 25 12:24:54 2019,218620.35714285713,13498.371428571429,13336.971428571429,13392.342857142854
Wed Sep 25 12:25:55 2019,173989.62068965516,13487.048275862067,13327.034482758621,13381.406896551724
Wed Sep 25 12:26:54 2019,205664.5357142857,13507.971428571429,13345.328571428568,13397.785714285714
Wed Sep 25 12:27:55 2019,176131.0,13487.66896551724,13324.510344827584,13377.889655172416
Wed Sep 25 12:28:56 2019,145675.3448275862,13491.434482758621,13327.034482758625,13384.551724137933
Wed Sep 25 12:29:55 2019,146297.07142857142,13475.742857142859,13317.9,13368.985714285713
Wed Sep 25 12:30:56 2019,206775.1724137931,13481.13103448276,13321.282758620691,13373.213793103447
Wed Sep 25 12:31:55 2019,185153.89285714287,13508.057142857144,13342.71428571429,13393.414285714287
Wed Sep 25 12:32:56 2019,182561.93103448275,13529.337931034484,13361.172413793105,13412.855172413796
Wed Sep 25 12:33:55 2019,211903.0,13485.642857142851,13325.614285714284,13375.628571428575
Wed Sep 25 12:34:56 2019,171145.8275862069,13519.406896551722,13357.737931034486,13404.951724137929
Wed Sep 25 12:35:54 2019,227122.82142857142,13535.95714285714,13371.557142857142,13418.314285714285
Wed Sep 25 12:36:56 2019,176881.41379310345,13543.572413793107,13377.6,13423.737931034484
Wed Sep 25 12:37:54 2019,151013.0,13548.042857142855,13391.7,13435.028571428571
Wed Sep 25 12:38:55 2019,202499.2068965517,13542.744827586208,13385.627586206898,13429.90344827586
Wed Sep 25 12:39:56 2019,190455.89655172414,13550.772413793104,13387.489655172414,13435.613793103448
Wed Sep 25 12:40:55 2019,176200.75,13551.171428571424,13389.557142857144,13438.199999999995
Wed Sep 25 12:41:56 2019,180317.75862068965,13548.0,13381.90344827586,13427.048275862071
Wed Sep 25 12:42:55 2019,218737.32142857142,13534.45714285714,13367.485714285718,13415.571428571426
Wed Sep 25 12:43:56 2019,147080.24137931035,13533.724137931034,13364.606896551722,13410.827586206895
Wed Sep 25 12:44:54 2019,225483.32142857142,13520.357142857143,13353.51428571429,13398.257142857143
Wed Sep 25 12:45:55 2019,179337.93103448275,13527.393103448278,13363.53103448276,13407.64137931034
Wed Sep 25 12:46:54 2019,208173.42857142858,13525.885714285714,13363.457142857142,13405.114285714284
Wed Sep 25 12:47:55 2019,196167.58620689655,13512.703448275865,13349.503448275856,13394.648275862073
Wed Sep 25 12:48:56 2019,178142.06896551725,13520.648275862066,13353.558620689651,13399.158620689652
Wed Sep 25 12:49:55 2019,155949.10714285713,13527.685714285713,13363.5,13407.514285714287
Wed Sep 25 12:50:56 2019,201570.55172413794,13523.172413793105,13357.613793103448,13401.889655172414
Wed Sep 25 12:51:55 2019,193177.0357142857,13527.471428571429,13365.6,13406.057142857144
Wed Sep 25 12:52:55 2019,175606.89655172414,13505.213793103447,13350.041379310347,13391.255172413792
Wed Sep 25 12:53:54 2019,217488.32142857142,13468.028571428575,13314.557142857144,13359.428571428574
Wed Sep 25 12:54:55 2019,170046.06896551725,13474.262068965516,13323.144827586211,13366.30344827586
Wed Sep 25 12:55:56 2019,224073.72413793104,13478.4,13328.151724137933,13373.586206896549
Wed Sep 25 12:56:55 2019,164529.60714285713,13488.3,13334.871428571427,13379.699999999999
Wed Sep 25 12:57:56 2019,152044.7931034483,13497.972413793108,13342.427586206895,13389.517241379312
Wed Sep 25 12:58:55 2019,167340.0357142857,13497.857142857143,13343.057142857138,13387.32857142857
Wed Sep 25 12:59:56 2019,215463.9655172414,13478.855172413794,13322.979310344826,13371.972413793104
Wed Sep 25 13:00:54 2019,173333.57142857142,13477.885714285714,13324.285714285716,13372.371428571427
Wed Sep 25 13:01:55 2019,167616.7931034483,13476.041379310345,13318.386206896554,13372.386206896548
Wed Sep 25 13:02:56 2019,221843.44827586206,13484.027586206892,13334.565517241379,13377.972413793104
Wed Sep 25 13:03:55 2019,172421.42857142858,13486.157142857137,13332.685714285715,13380.685714285719
Wed Sep 25 13:04:56 2019,199432.5172413793,13471.075862068967,13315.489655172414,13379.42068965517
Wed Sep 25 13:05:55 2019,197563.10714285713,13453.371428571425,13296.814285714285,13360.499999999998
Wed Sep 25 13:06:56 2019,175089.41379310345,13473.186206896553,13318.758620689658,13379.544827586209
Wed Sep 25 13:07:54 2019,222225.5357142857,13453.928571428569,13302.899999999998,13351.328571428576
Wed Sep 25 13:08:55 2019,161655.27586206896,13455.600000000002,13299.14482758621,13349.793103448274
Wed Sep 25 13:09:54 2019,148362.32142857142,13429.32857142857,13276.02857142857,13324.5
Wed Sep 25 13:10:55 2019,148409.62068965516,13420.303448275861,13268.896551724138,13317.43448275862
Wed Sep 25 13:11:56 2019,207600.75862068965,13443.889655172417,13288.179310344825,13341.51724137931
Wed Sep 25 13:12:55 2019,180643.5,13467.857142857141,13316.57142857143,13360.500000000002
Wed Sep 25 13:13:56 2019,186748.8620689655,13451.958620689655,13292.772413793102,13344.620689655174
Wed Sep 25 13:14:54 2019,202822.32142857142,13435.585714285713,13282.714285714286,13329.000000000002
Wed Sep 25 13:15:55 2019,168045.5172413793,13451.172413793101,13294.717241379312,13350.786206896553
Wed Sep 25 13:16:54 2019,221888.82142857142,13456.500000000002,13293.64285714286,13363.971428571427
Wed Sep 25 13:17:55 2019,155351.0,13447.98620689655,13279.158620689654,13353.558620689653
Wed Sep 25 13:18:56 2019,149622.3448275862,13443.806896551723,13277.213793103445,13351.199999999999
Wed Sep 25 13:19:55 2019,147698.5357142857,13433.357142857143,13271.657142857142,13340.785714285714
Wed Sep 25 13:20:56 2019,211897.2068965517,13442.979310344828,13284.33103448276,13337.462068965518
Wed Sep 25 13:21:55 2019,172808.32142857142,13480.885714285714,13329.085714285713,13378.628571428573
Wed Sep 25 13:22:56 2019,175740.37931034484,13435.820689655173,13280.151724137932,13332.868965517242
Wed Sep 25 13:23:54 2019,206541.0357142857,13410.942857142858,13258.242857142857,13311.771428571432
Wed Sep 25 13:24:55 2019,161795.8275862069,13401.806896551725,13250.441379310345,13304.731034482757
Wed Sep 25 13:25:56 2019,216365.10344827586,13412.813793103449,13263.88965517241,13316.689655172417
Wed Sep 25 13:26:55 2019,164462.0357142857,13418.528571428573,13273.242857142857,13322.957142857145
Wed Sep 25 13:27:56 2019,146398.27586206896,13451.337931034483,13305.434482758621,13353.931034482763
Wed Sep 25 13:28:55 2019,177851.0357142857,13472.014285714284,13311.000000000002,13368.42857142857
Wed Sep 25 13:29:56 2019,210530.06896551725,13482.579310344829,13325.710344827585,13381.903448275862
Wed Sep 25 13:30:54 2019,173525.25,13475.314285714287,13320.72857142857,13377.385714285716
Wed Sep 25 13:31:55 2019,170357.58620689655,13482.206896551726,13327.86206896552,13377.51724137931
Wed Sep 25 13:32:54 2019,221299.64285714287,13491.985714285718,13334.314285714285,13384.71428571429
Wed Sep 25 13:33:55 2019,171324.06896551725,13485.972413793108,13329.351724137929,13382.027586206897
Wed Sep 25 13:34:56 2019,194307.1724137931,13470.662068965521,13315.655172413795,13364.0275862069
Wed Sep 25 13:35:55 2019,187896.82142857142,13491.471428571429,13333.971428571429,13384.199999999999
Wed Sep 25 13:36:56 2019,166667.89655172414,13490.565517241375,13333.48965517241,13382.193103448271
Wed Sep 25 13:37:55 2019,216242.89285714287,13467.471428571429,13311.171428571428,13360.457142857145
Wed Sep 25 13:38:55 2019,164139.37931034484,13487.379310344826,13330.675862068963,13374.827586206899
Wed Sep 25 13:39:54 2019,146158.5357142857,13478.100000000002,13325.185714285715,13367.871428571423
Wed Sep 25 13:40:55 2019,146113.8275862069,13487.213793103447,13333.448275862069,13377.68275862069
Wed Sep 25 13:41:56 2019,182034.3448275862,13478.937931034481,13325.048275862071,13373.296551724137
Wed Sep 25 13:42:55 2019,217311.17857142858,13488.514285714284,13331.485714285713,13378.671428571428
Wed Sep 25 13:43:56 2019,175377.2068965517,13486.551724137935,13333.075862068968,13377.889655172414
Wed Sep 25 13:44:55 2019,236345.7142857143,13456.5,13302.68571428571,13350.685714285715
Wed Sep 25 13:45:56 2019,188417.2068965517,13464.289655172415,13308.413793103451,13353.475862068964
Wed Sep 25 13:46:55 2019,226579.7857142857,13463.228571428572,13308.342857142858,13352.914285714285
Wed Sep 25 13:47:56 2019,191545.55172413794,13469.379310344826,13310.193103448279,13358.4
Wed Sep 25 13:48:54 2019,168000.07142857142,13468.800000000001,13312.671428571426,13356.68571428571
Wed Sep 25 13:49:55 2019,166890.6551724138,13465.862068965518,13311.434482758616,13355.503448275866
Wed Sep 25 13:50:56 2019,186310.41379310345,13472.482758620688,13317.26896551724,13361.751724137932
Wed Sep 25 13:51:55 2019,231434.14285714287,13453.457142857145,13299.214285714288,13345.885714285716
Wed Sep 25 13:52:56 2019,173903.8620689655,13453.24137931035,13296.70344827586,13342.71724137931
Wed Sep 25 13:53:54 2019,223868.64285714287,13443.857142857143,13291.542857142858,13334.828571428572
Wed Sep 25 13:54:55 2019,184508.0344827586,13442.648275862071,13288.137931034486,13332.993103448274
Wed Sep 25 13:55:54 2019,215238.85714285713,13417.457142857142,13265.7,13311.428571428574
Wed Sep 25 13:56:55 2019,204451.9655172414,13413.72413793103,13261.820689655173,13311.434482758621
Wed Sep 25 13:57:56 2019,156378.93103448275,13436.31724137931,13284.206896551726,13333.448275862067
Wed Sep 25 13:58:55 2019,152854.7142857143,13420.971428571429,13270.585714285713,13322.014285714287
Wed Sep 25 13:59:56 2019,177593.89655172414,13417.117241379308,13264.924137931037,13316.441379310349
Wed Sep 25 14:00:55 2019,203581.5357142857,13408.07142857143,13259.22857142857,13310.699999999997
Wed Sep 25 14:01:56 2019,165194.8275862069,13411.696551724137,13262.151724137932,13310.689655172413
Wed Sep 25 14:02:54 2019,189291.42857142858,13419.899999999998,13271.871428571432,13321.885714285712
